,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
6,11.795314073562622,0.17414382609178777,0.7282757759094238,0.01715329297083219,1200,5,4,sqrt,60,False,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 60, 'bootstrap': False}",-12.648171358495548,-12.749386088643789,-12.64757308453182,-12.681710177223719,0.04785471918795335,39
7,8.442826747894287,0.055855915798450936,0.1790330410003662,0.0007229525181153934,200,2,1,auto,100,True,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 100, 'bootstrap': True}",-12.57341085885413,-12.784822973681809,-12.698404800526873,-12.685546211020936,0.08678624340696538,41
76,12.673918724060059,0.08187137448339207,0.9094378153483073,0.008268014189474768,1000,2,1,sqrt,50,True,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",-12.648168877243148,-12.784459579671495,-12.625844670130434,-12.686157709015026,0.07010485426237748,42
96,8.83659839630127,0.10333198329562744,0.6746683915456136,0.012998469433019012,1000,5,2,sqrt,70,True,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",-12.649131569653445,-12.767918840813618,-12.656385990324559,-12.691145466930541,0.05436769787206033,43
77,8.880180438359579,0.06884590654960533,0.646094799041748,0.017342470208957326,1000,5,2,sqrt,80,True,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': True}",-12.649131569653445,-12.767918840813618,-12.656385990324559,-12.691145466930541,0.05436769787206033,43
86,1.664265235265096,0.009173390399785332,0.12089220682779948,0.0028568194977357333,200,10,1,sqrt,100,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': True}",-12.640287009006784,-12.809528673273084,-12.665630799189405,-12.705148827156426,0.0745293728749874,45
22,11.158568779627482,0.06193774445773801,0.8261180718739828,0.03317130031749486,1400,10,2,sqrt,50,True,"{'n_estimators': 1400, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",-12.70949874708627,-12.819853200027861,-12.703260831339886,-12.74420425948467,0.0535524636980405,46
65,14.477089881896973,0.025574571966717412,1.04880158106486,0.016274004314871818,1800,10,2,sqrt,80,True,"{'n_estimators': 1800, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': True}",-12.712390902011238,-12.821522429882867,-12.700101958846025,-12.744671763580044,0.05457272343347862,47
88,9.551936705907186,0.14399435347089207,0.7126365502675375,0.013581933750594542,1200,10,2,sqrt,110,True,"{'n_estimators': 1200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 110, 'bootstrap': True}",-12.710440259968786,-12.822784679721059,-12.705777797940772,-12.746334245876872,0.05409212058617457,48
25,6.417041301727295,0.054250849419658374,0.47159337997436523,0.01627846351928269,800,10,2,sqrt,70,True,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 70, 'bootstrap': True}",-12.705450943749124,-12.826611596552222,-12.708228787499522,-12.746763775933623,0.05647232329280404,49
3,16.95576024055481,0.06838481319887875,0.2876432736714681,0.004248934302806516,800,2,4,auto,10,True,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': True}",-12.700097901693402,-12.892943210988763,-12.759122140779095,-12.78405441782042,0.08067854798790451,50
39,21.64245891571045,0.050487871774760926,0.39982279141743976,0.0359357531686152,1000,5,1,auto,10,True,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': True}",-12.706787099348634,-12.878033216015433,-12.76814477770003,-12.784321697688034,0.07084056123242956,51
38,34.112797578175865,0.18209016930783645,0.6135706901550293,0.01409960922062424,1600,10,1,auto,10,True,"{'n_estimators': 1600, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'auto', 'max_depth': 10, 'bootstrap': True}",-12.706563035225628,-12.890917106576868,-12.769504836087085,-12.78899499262986,0.07651363955744957,52
71,6.1948479016621905,0.050933423535893765,0.4394369920094808,0.00707384466254884,800,5,4,sqrt,80,True,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': True}",-12.819450948677865,-12.938988909164484,-12.852617857026413,-12.870352571622922,0.05038664555673347,53
44,6.138637701670329,0.04168999960053951,0.44700169563293457,0.011189787614183913,800,5,4,sqrt,40,True,"{'n_estimators': 800, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 40, 'bootstrap': True}",-12.819450948677865,-12.938988909164484,-12.852617857026413,-12.870352571622922,0.05038664555673347,53
37,9.421717007954916,0.05947521484408562,0.6543536980946859,0.007058715398588939,1200,5,4,sqrt,100,True,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 100, 'bootstrap': True}",-12.828519009342203,-12.941864024100129,-12.849482802324877,-12.873288611922403,0.049239621719125284,55
33,9.37668784459432,0.0906213046945572,0.6751294136047363,0.007582049919538202,1200,5,4,sqrt,50,True,"{'n_estimators': 1200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",-12.828519009342203,-12.941864024100129,-12.849482802324877,-12.873288611922403,0.049239621719125284,55
74,4.732434829076131,0.0479549912857604,0.3317582607269287,0.013100681532515644,600,2,4,sqrt,80,True,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 80, 'bootstrap': True}",-12.832072508945226,-12.93073279737604,-12.859420897337829,-12.874075401219699,0.04158949379615518,57
41,4.62721864382426,0.00785569360607802,0.3413110574086507,0.026161972809096188,600,5,4,sqrt,30,True,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-12.832072508945226,-12.93073279737604,-12.859420897337829,-12.874075401219699,0.04158949379615518,57
4,14.354666233062744,0.18891528675524163,0.8480333487192789,0.032390416387131686,800,2,1,sqrt,,False,"{'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",-12.797025066492115,-12.996318235056997,-12.838063317077347,-12.877135539542152,0.08592407767097668,59
19,6.06964651743571,0.03160402249790682,0.4253956476847331,0.007531438330271826,800,10,4,sqrt,30,True,"{'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",-12.844130635371469,-12.924920571509297,-12.868023551111774,-12.879024919330847,0.0338873233162225,60
9,18.040005763371784,0.1963888764342237,1.099423885345459,0.016050672762576604,1000,2,1,sqrt,50,False,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': False}",-12.799155315618734,-13.001875339277122,-12.838030049868,-12.87968690158795,0.08784578141807364,61
